AgBAL001	 Pop_0 	Agerm1_02 	170 	176
AgBPR003	 Pop_0 	Agerm1_16 	178 	178
AgBPR004	 Pop_0 	Agerm1_16 	174 	174
AgBPR006	 Pop_0 	Agerm1_16 	174 	178
AgBPR008	 Pop_0 	Agerm1_16 	178 	178
AgBPR010	 Pop_0 	Agerm1_16 	176 	176
AgBAL001	 Pop_0 	Agerm1_19 	247 	247
AgBAL002	 Pop_0 	Agerm1_19 	251 	253
AgBAL003	 Pop_0 	Agerm1_19 	247 	247
AgBAL004	 Pop_0 	Agerm1_19 	247 	247
AgBAL005	 Pop_0 	Agerm1_19 	245 	245
AgBAL006	 Pop_0 	Agerm1_19 	245 	245
AgBAL007	 Pop_0 	Agerm1_19 	245 	243
AgBAL008	 Pop_0 	Agerm1_19 	247 	247
AgBAL010	 Pop_0 	Agerm1_19 	245 	249
AgBAL011	 Pop_0 	Agerm1_19 	243 	249
AgBAL012	 Pop_0 	Agerm1_19 	245 	245
AgBAL013	 Pop_0 	Agerm1_19 	243 	241
AgBAL014	 Pop_0 	Agerm1_19 	243 	249
AgBAL015	 Pop_0 	Agerm1_19 	243 	249
AgBAL016	 Pop_0 	Agerm1_19 	243 	245
AgBAL017	 Pop_0 	Agerm1_19 	243 	243
AgBAL018	 Pop_0 	Agerm1_19 	241 	245
AgBAL020	 Pop_0 	Agerm1_19 	243 	245
AgBAL021	 Pop_0 	Agerm1_19 	245 	245
AgBAL022	 Pop_0 	Agerm1_19 	249 	249
AgBAL023	 Pop_0 	Agerm1_19 	243 	243
AgBAL024	 Pop_0 	Agerm1_19 	243 	245
AgBAL025	 Pop_0 	Agerm1_19 	243 	245
AgBAL026	 Pop_0 	Agerm1_19 	243 	245
AgBAL027	 Pop_0 	Agerm1_19 	245 	245
AgBAL028	 Pop_0 	Agerm1_19 	243 	245
AgBAL029	 Pop_0 	Agerm1_19 	243 	243
AgBAL030	 Pop_0 	Agerm1_19 	241 	245
AgBAL032	 Pop_0 	Agerm1_19 	241 	243
AgBMR005	 Pop_0 	Agerm1_19 	245 	237
AgBMR006	 Pop_0 	Agerm1_19 	245 	237
AgBMR007	 Pop_0 	Agerm1_19 	245 	243
AgBMR009	 Pop_0 	Agerm1_19 	243 	229
AgBMR010	 Pop_0 	Agerm1_19 	241 	245
AgBMR011	 Pop_0 	Agerm1_19 	239 	239
AgBMR012	 Pop_0 	Agerm1_19 	237 	243
AgBMR013	 Pop_0 	Agerm1_19 	237 	245
AgBMR014	 Pop_0 	Agerm1_19 	237 	237
AgBMR016	 Pop_0 	Agerm1_19 	237 	245
AgBMR017	 Pop_0 	Agerm1_19 	239 	245
AgBMR018	 Pop_0 	Agerm1_19 	229 	245
AgBMR019	 Pop_0 	Agerm1_19 	239 	243
AgBMR020	 Pop_0 	Agerm1_19 	237 	243
AgBMR021	 Pop_0 	Agerm1_19 	245 	245
AgBMR022	 Pop_0 	Agerm1_19 	237 	245
AgBMR023	 Pop_0 	Agerm1_19 	237 	241
AgBMR024	 Pop_0 	Agerm1_19 	235 	245
AgBMR025	 Pop_0 	Agerm1_19 	243 	251
AgBMR026	 Pop_0 	Agerm1_19 	243 	245
AgBMR027	 Pop_0 	Agerm1_19 	243 	245
AgBMR029	 Pop_0 	Agerm1_19 	237 	245
AgBMR030	 Pop_0 	Agerm1_19 	241 	243
AgBMR031	 Pop_0 	Agerm1_19 	237 	239
AgBMR032	 Pop_0 	Agerm1_19 	237 	243
AgBMR033	 Pop_0 	Agerm1_19 	237 	243
AgBMR034	 Pop_0 	Agerm1_19 	243 	247
AgBMR035	 Pop_0 	Agerm1_19 	243 	237
AgBMR036	 Pop_0 	Agerm1_19 	243 	243
AgBMR037	 Pop_0 	Agerm1_19 	239 	245
AgBMR038	 Pop_0 	Agerm1_19 	243 	249
AgBPA001	 Pop_0 	Agerm1_19 	239 	251
AgBPA002	 Pop_0 	Agerm1_19 	245 	249
AgBPA003	 Pop_0 	Agerm1_19 	245 	245
AgBPA004	 Pop_0 	Agerm1_19 	243 	249
AgBPA005	 Pop_0 	Agerm1_19 	243 	249
AgBPA006	 Pop_0 	Agerm1_19 	239 	239
AgBPA007	 Pop_0 	Agerm1_19 	237 	247
AgBPA008	 Pop_0 	Agerm1_19 	237 	249
AgBPA009	 Pop_0 	Agerm1_19 	237 	237
AgBPA010	 Pop_0 	Agerm1_19 	249 	245
AgBPA011	 Pop_0 	Agerm1_19 	245 	239
AgBPA012	 Pop_0 	Agerm1_19 	245 	243
AgBPA013	 Pop_0 	Agerm1_19 	243 	239
AgBPA014	 Pop_0 	Agerm1_19 	237 	249
AgBPA015	 Pop_0 	Agerm1_19 	251 	245
AgBPA016	 Pop_0 	Agerm1_19 	239 	249
AgBPA017	 Pop_0 	Agerm1_19 	245 	245
AgBPA018	 Pop_0 	Agerm1_19 	249 	249
AgBPA019	 Pop_0 	Agerm1_19 	241 	249
AgBPA020	 Pop_0 	Agerm1_19 	243 	249
AgBPA021	 Pop_0 	Agerm1_19 	245 	245
AgBPA022	 Pop_0 	Agerm1_19 	249 	249
AgBPA023	 Pop_0 	Agerm1_19 	245 	245
AgBPA024	 Pop_0 	Agerm1_19 	245 	249
AgBPA025	 Pop_0 	Agerm1_19 	245 	247
AgBPA026	 Pop_0 	Agerm1_19 	245 	245
AgBPA027	 Pop_0 	Agerm1_19 	245 	249
AgBPA028	 Pop_0 	Agerm1_19 	245 	249
AgBPB001	 Pop_0 	Agerm1_19 	241 	245
AgBPB002	 Pop_0 	Agerm1_19 	237 	245
AgBPB003	 Pop_0 	Agerm1_19 	245 	245
AgBPB004	 Pop_0 	Agerm1_19 	245 	245
AgBPB005	 Pop_0 	Agerm1_19 	245 	245
AgBPB006	 Pop_0 	Agerm1_19 	245 	245
AgBPB007	 Pop_0 	Agerm1_19 	241 	249
AgBPB008	 Pop_0 	Agerm1_19 	245 	245
AgBPB009	 Pop_0 	Agerm1_19 	245 	239
AgBPB010	 Pop_0 	Agerm1_19 	245 	245
AgBPB011	 Pop_0 	Agerm1_19 	245 	245
AgBPB012	 Pop_0 	Agerm1_19 	245 	245
AgBPB013	 Pop_0 	Agerm1_19 	239 	249
AgBPB014	 Pop_0 	Agerm1_19 	243 	243
AgBPB015	 Pop_0 	Agerm1_19 	245 	245
AgBPB016	 Pop_0 	Agerm1_19 	247 	245
AgBPB017	 Pop_0 	Agerm1_19 	245 	245
AgBPB018	 Pop_0 	Agerm1_19 	245 	245
AgBPB019	 Pop_0 	Agerm1_19 	245 	245
AgBPB020	 Pop_0 	Agerm1_19 	245 	245
AgBPB021	 Pop_0 	Agerm1_19 	245 	245
AgBPB022	 Pop_0 	Agerm1_19 	245 	247
AgBPB023	 Pop_0 	Agerm1_19 	249 	249
AgBPB024	 Pop_0 	Agerm1_19 	247 	249
AgBPB025	 Pop_0 	Agerm1_19 	245 	241
AgBPB026	 Pop_0 	Agerm1_19 	245 	247
AgBPB027	 Pop_0 	Agerm1_19 	237 	237
AgBTM001	 Pop_1 	Agerm1_19 	245 	245
AgBTM002	 Pop_1 	Agerm1_19 	245 	245
AgBTM003	 Pop_1 	Agerm1_19 	245 	245
AgBTM004	 Pop_1 	Agerm1_19 	245 	245
AgBTM005	 Pop_1 	Agerm1_19 	245 	245
AgBTM006	 Pop_1 	Agerm1_19 	245 	245
AgBTM007	 Pop_1 	Agerm1_19 	245 	245
AgBTM008	 Pop_1 	Agerm1_19 	245 	245
AgBTM009	 Pop_1 	Agerm1_19 	245 	245
AgBTM010	 Pop_1 	Agerm1_19 	245 	245
AgBTM011	 Pop_1 	Agerm1_19 	245 	245
AgBTM012	 Pop_1 	Agerm1_19 	245 	249
AgBTM013	 Pop_1 	Agerm1_19 	245 	249
AgBTM014	 Pop_1 	Agerm1_19 	245 	245
AgBTM015	 Pop_1 	Agerm1_19 	245 	245
AgBTM016	 Pop_1 	Agerm1_19 	245 	245
AgBTM017	 Pop_1 	Agerm1_19 	245 	245
AgBTM018	 Pop_1 	Agerm1_19 	245 	245
AgBTM019	 Pop_1 	Agerm1_19 	249 	249
AgBTM020	 Pop_1 	Agerm1_19 	245 	245
AgBTM021	 Pop_1 	Agerm1_19 	245 	245
AgBTM022	 Pop_1 	Agerm1_19 	245 	245
AgBTM023	 Pop_1 	Agerm1_19 	245 	245
AgBTM024	 Pop_1 	Agerm1_19 	245 	245
AgBTM025	 Pop_1 	Agerm1_19 	245 	245
AgBTM026	 Pop_1 	Agerm1_19 	245 	245
AgBTM027	 Pop_1 	Agerm1_19 	245 	245
AgBTM028	 Pop_1 	Agerm1_19 	245 	245
AgBTM029	 Pop_1 	Agerm1_19 	245 	245
AgBTM030	 Pop_1 	Agerm1_19 	245 	245
AgBTM031	 Pop_1 	Agerm1_19 	245 	245
AgBTM032	 Pop_1 	Agerm1_19 	245 	245
AgBPN001	 Pop_0 	Agerm1_19 	245 	247
AgBPN002	 Pop_0 	Agerm1_19 	247 	247
AgBPN003	 Pop_0 	Agerm1_19 	245 	245
AgBPN004	 Pop_0 	Agerm1_19 	245 	245
AgBPN005	 Pop_0 	Agerm1_19 	245 	245
AgBPN006	 Pop_0 	Agerm1_19 	245 	245
AgBPN007	 Pop_0 	Agerm1_19 	245 	245
AgBPN008	 Pop_0 	Agerm1_19 	245 	245
AgBPN009	 Pop_0 	Agerm1_19 	245 	247
AgBPN010	 Pop_0 	Agerm1_19 	245 	245
AgBPN011	 Pop_0 	Agerm1_19 	245 	271
AgBPN012	 Pop_0 	Agerm1_19 	245 	245
AgBPN013	 Pop_0 	Agerm1_19 	247 	251
AgBPN014	 Pop_0 	Agerm1_19 	247 	247
AgBPN015	 Pop_0 	Agerm1_19 	247 	247
AgBPN016	 Pop_0 	Agerm1_19 	245 	271
AgBPN017	 Pop_0 	Agerm1_19 	245 	245
AgBPN018	 Pop_0 	Agerm1_19 	247 	247
AgBPN019	 Pop_0 	Agerm1_19 	245 	245
AgBPN020	 Pop_0 	Agerm1_19 	245 	245
AgBPN021	 Pop_0 	Agerm1_19 	245 	245
AgBPN022	 Pop_0 	Agerm1_19 	245 	245
AgBPN023	 Pop_0 	Agerm1_19 	245 	247
AgBPN024	 Pop_0 	Agerm1_19 	245 	245
AgBPN025	 Pop_0 	Agerm1_19 	245 	247
AgBPN026	 Pop_0 	Agerm1_19 	245 	251
AgBPN027	 Pop_0 	Agerm1_19 	245 	245
AgBPN028	 Pop_0 	Agerm1_19 	245 	245
AgBPN029	 Pop_0 	Agerm1_19 	245 	245
AgBPR003	 Pop_0 	Agerm1_19 	0 	0
AgBPR004	 Pop_0 	Agerm1_19 	245 	247
AgBPR006	 Pop_0 	Agerm1_19 	245 	245
AgBPR008	 Pop_0 	Agerm1_19 	245 	245
AgBPR010	 Pop_0 	Agerm1_19 	243 	259
AgBAL001	 Pop_0 	Agerm1_21 	152 	148
AgBAL002	 Pop_0 	Agerm1_21 	152 	152
AgBAL003	 Pop_0 	Agerm1_21 	152 	152
AgBAL004	 Pop_0 	Agerm1_21 	150 	150
AgBAL005	 Pop_0 	Agerm1_21 	150 	152
AgBAL006	 Pop_0 	Agerm1_21 	148 	152
AgBAL007	 Pop_0 	Agerm1_21 	148 	148
AgBAL008	 Pop_0 	Agerm1_21 	148 	150
AgBAL010	 Pop_0 	Agerm1_21 	150 	152
AgBAL011	 Pop_0 	Agerm1_21 	150 	152
AgBAL012	 Pop_0 	Agerm1_21 	150 	152
AgBAL013	 Pop_0 	Agerm1_21 	150 	150
AgBAL014	 Pop_0 	Agerm1_21 	150 	152
AgBAL015	 Pop_0 	Agerm1_21 	150 	150
AgBAL016	 Pop_0 	Agerm1_21 	152 	152
AgBAL017	 Pop_0 	Agerm1_21 	150 	152
AgBAL018	 Pop_0 	Agerm1_21 	150 	150
AgBAL020	 Pop_0 	Agerm1_21 	152 	152
AgBAL021	 Pop_0 	Agerm1_21 	152 	152
AgBAL022	 Pop_0 	Agerm1_21 	152 	152
AgBAL023	 Pop_0 	Agerm1_21 	152 	152
AgBAL024	 Pop_0 	Agerm1_21 	150 	152
AgBAL025	 Pop_0 	Agerm1_21 	150 	150
AgBAL026	 Pop_0 	Agerm1_21 	146 	152
AgBAL027	 Pop_0 	Agerm1_21 	148 	148
AgBAL028	 Pop_0 	Agerm1_21 	150 	152
AgBAL029	 Pop_0 	Agerm1_21 	152 	152
AgBAL030	 Pop_0 	Agerm1_21 	152 	152
AgBAL032	 Pop_0 	Agerm1_21 	152 	152
AgBMR005	 Pop_0 	Agerm1_21 	150 	152
AgBMR006	 Pop_0 	Agerm1_21 	150 	152
AgBMR007	 Pop_0 	Agerm1_21 	152 	152
AgBMR009	 Pop_0 	Agerm1_21 	150 	152
AgBMR010	 Pop_0 	Agerm1_21 	150 	150
AgBMR011	 Pop_0 	Agerm1_21 	150 	150
AgBMR012	 Pop_0 	Agerm1_21 	152 	152
AgBMR013	 Pop_0 	Agerm1_21 	152 	152
AgBMR014	 Pop_0 	Agerm1_21 	152 	152
AgBMR016	 Pop_0 	Agerm1_21 	150 	152
AgBMR017	 Pop_0 	Agerm1_21 	150 	150
AgBMR018	 Pop_0 	Agerm1_21 	148 	148
AgBMR019	 Pop_0 	Agerm1_21 	152 	152
AgBMR020	 Pop_0 	Agerm1_21 	152 	152
AgBMR021	 Pop_0 	Agerm1_21 	146 	146
AgBMR022	 Pop_0 	Agerm1_21 	152 	152
AgBMR023	 Pop_0 	Agerm1_21 	152 	150
AgBMR024	 Pop_0 	Agerm1_21 	150 	150
AgBMR025	 Pop_0 	Agerm1_21 	152 	152
AgBMR026	 Pop_0 	Agerm1_21 	152 	150
AgBMR027	 Pop_0 	Agerm1_21 	152 	150
AgBMR029	 Pop_0 	Agerm1_21 	152 	152
AgBMR030	 Pop_0 	Agerm1_21 	152 	152
AgBMR031	 Pop_0 	Agerm1_21 	152 	152
AgBMR032	 Pop_0 	Agerm1_21 	146 	146
AgBMR033	 Pop_0 	Agerm1_21 	146 	146
AgBMR034	 Pop_0 	Agerm1_21 	150 	152
AgBMR035	 Pop_0 	Agerm1_21 	152 	152
AgBMR036	 Pop_0 	Agerm1_21 	150 	150
AgBMR037	 Pop_0 	Agerm1_21 	152 	152
AgBMR038	 Pop_0 	Agerm1_21 	152 	152
AgBPA001	 Pop_0 	Agerm1_21 	148 	148
AgBPA002	 Pop_0 	Agerm1_21 	148 	152
AgBPA003	 Pop_0 	Agerm1_21 	148 	148
AgBPA004	 Pop_0 	Agerm1_21 	148 	148
AgBPA005	 Pop_0 	Agerm1_21 	148 	150
AgBPA006	 Pop_0 	Agerm1_21 	148 	148
AgBPA007	 Pop_0 	Agerm1_21 	148 	148
AgBPA008	 Pop_0 	Agerm1_21 	148 	152
AgBPA009	 Pop_0 	Agerm1_21 	148 	148
AgBPA010	 Pop_0 	Agerm1_21 	148 	148
AgBPA011	 Pop_0 	Agerm1_21 	148 	148
AgBPA012	 Pop_0 	Agerm1_21 	148 	148
AgBPA013	 Pop_0 	Agerm1_21 	148 	148
AgBPA014	 Pop_0 	Agerm1_21 	148 	148
AgBPA015	 Pop_0 	Agerm1_21 	148 	148
AgBPA016	 Pop_0 	Agerm1_21 	148 	148
AgBPA017	 Pop_0 	Agerm1_21 	148 	148
AgBPA018	 Pop_0 	Agerm1_21 	148 	148
AgBPA019	 Pop_0 	Agerm1_21 	148 	148
AgBPA020	 Pop_0 	Agerm1_21 	148 	148
AgBPA021	 Pop_0 	Agerm1_21 	148 	148
AgBPA022	 Pop_0 	Agerm1_21 	152 	148
AgBPA023	 Pop_0 	Agerm1_21 	148 	148
AgBPA024	 Pop_0 	Agerm1_21 	148 	148
AgBPA025	 Pop_0 	Agerm1_21 	148 	148
AgBPA026	 Pop_0 	Agerm1_21 	152 	148
AgBPA027	 Pop_0 	Agerm1_21 	148 	148
AgBPA028	 Pop_0 	Agerm1_21 	148 	148
AgBPB001	 Pop_0 	Agerm1_21 	152 	150
AgBPB002	 Pop_0 	Agerm1_21 	148 	150
AgBPB003	 Pop_0 	Agerm1_21 	150 	152
AgBPB004	 Pop_0 	Agerm1_21 	152 	152
AgBPB005	 Pop_0 	Agerm1_21 	152 	152
AgBPB006	 Pop_0 	Agerm1_21 	150 	150
AgBPB007	 Pop_0 	Agerm1_21 	152 	152
AgBPB008	 Pop_0 	Agerm1_21 	152 	152
AgBPB009	 Pop_0 	Agerm1_21 	150 	150
AgBPB010	 Pop_0 	Agerm1_21 	152 	152
AgBPB011	 Pop_0 	Agerm1_21 	150 	152
AgBPB012	 Pop_0 	Agerm1_21 	150 	152
AgBPB013	 Pop_0 	Agerm1_21 	152 	152
AgBPB014	 Pop_0 	Agerm1_21 	152 	152
AgBPB015	 Pop_0 	Agerm1_21 	150 	150
AgBPB016	 Pop_0 	Agerm1_21 	150 	150
AgBPB017	 Pop_0 	Agerm1_21 	148 	152
AgBPB018	 Pop_0 	Agerm1_21 	146 	146
AgBPB019	 Pop_0 	Agerm1_21 	152 	152
AgBPB020	 Pop_0 	Agerm1_21 	152 	152
AgBPB021	 Pop_0 	Agerm1_21 	152 	152
AgBPB022	 Pop_0 	Agerm1_21 	150 	150
AgBPB023	 Pop_0 	Agerm1_21 	152 	152
AgBPB024	 Pop_0 	Agerm1_21 	150 	150
AgBPB025	 Pop_0 	Agerm1_21 	152 	152
AgBPB026	 Pop_0 	Agerm1_21 	148 	148
AgBPB027	 Pop_0 	Agerm1_21 	150 	150
AgBTM001	 Pop_1 	Agerm1_21 	150 	150
AgBTM002	 Pop_1 	Agerm1_21 	150 	150
AgBTM003	 Pop_1 	Agerm1_21 	150 	150
AgBTM004	 Pop_1 	Agerm1_21 	150 	150
AgBTM005	 Pop_1 	Agerm1_21 	150 	150
AgBTM006	 Pop_1 	Agerm1_21 	150 	150
AgBTM007	 Pop_1 	Agerm1_21 	150 	150
AgBTM008	 Pop_1 	Agerm1_21 	150 	150
AgBTM009	 Pop_1 	Agerm1_21 	150 	150
AgBTM010	 Pop_1 	Agerm1_21 	150 	150
AgBTM011	 Pop_1 	Agerm1_21 	150 	150
AgBTM012	 Pop_1 	Agerm1_21 	150 	150
AgBTM013	 Pop_1 	Agerm1_21 	150 	150
AgBTM014	 Pop_1 	Agerm1_21 	150 	150
AgBTM015	 Pop_1 	Agerm1_21 	150 	150
AgBTM016	 Pop_1 	Agerm1_21 	150 	150
AgBTM017	 Pop_1 	Agerm1_21 	150 	150
AgBTM018	 Pop_1 	Agerm1_21 	150 	150
AgBTM019	 Pop_1 	Agerm1_21 	150 	150
AgBTM020	 Pop_1 	Agerm1_21 	150 	150
AgBTM021	 Pop_1 	Agerm1_21 	150 	150
AgBTM022	 Pop_1 	Agerm1_21 	150 	150
AgBTM023	 Pop_1 	Agerm1_21 	150 	150
AgBTM024	 Pop_1 	Agerm1_21 	150 	150
AgBTM025	 Pop_1 	Agerm1_21 	150 	150
AgBTM026	 Pop_1 	Agerm1_21 	150 	150
AgBTM027	 Pop_1 	Agerm1_21 	150 	150
AgBTM028	 Pop_1 	Agerm1_21 	150 	150
AgBTM029	 Pop_1 	Agerm1_21 	150 	150
AgBTM030	 Pop_1 	Agerm1_21 	150 	150
AgBTM031	 Pop_1 	Agerm1_21 	150 	150
AgBTM032	 Pop_1 	Agerm1_21 	150 	150
AgBPN001	 Pop_0 	Agerm1_21 	152 	152
AgBPN002	 Pop_0 	Agerm1_21 	152 	152
AgBPN003	 Pop_0 	Agerm1_21 	152 	152
AgBPN004	 Pop_0 	Agerm1_21 	152 	152
AgBPN005	 Pop_0 	Agerm1_21 	152 	152
AgBPN006	 Pop_0 	Agerm1_21 	150 	150
AgBPN007	 Pop_0 	Agerm1_21 	152 	152
AgBPN008	 Pop_0 	Agerm1_21 	152 	152
AgBPN009	 Pop_0 	Agerm1_21 	152 	152
AgBPN010	 Pop_0 	Agerm1_21 	148 	152
AgBPN011	 Pop_0 	Agerm1_21 	152 	152
AgBPN012	 Pop_0 	Agerm1_21 	152 	152
AgBPN013	 Pop_0 	Agerm1_21 	152 	152
AgBPN014	 Pop_0 	Agerm1_21 	152 	152
AgBPN015	 Pop_0 	Agerm1_21 	152 	152
AgBPN016	 Pop_0 	Agerm1_21 	152 	152
AgBPN017	 Pop_0 	Agerm1_21 	152 	152
AgBPN018	 Pop_0 	Agerm1_21 	152 	152
AgBPN019	 Pop_0 	Agerm1_21 	148 	148
AgBPN020	 Pop_0 	Agerm1_21 	152 	152
AgBPN021	 Pop_0 	Agerm1_21 	152 	152
AgBPN022	 Pop_0 	Agerm1_21 	152 	152
AgBPN023	 Pop_0 	Agerm1_21 	152 	152
AgBPN024	 Pop_0 	Agerm1_21 	148 	152
AgBPN025	 Pop_0 	Agerm1_21 	152 	152
AgBPN026	 Pop_0 	Agerm1_21 	152 	152
AgBPN027	 Pop_0 	Agerm1_21 	152 	152
AgBPN028	 Pop_0 	Agerm1_21 	152 	152
AgBPN029	 Pop_0 	Agerm1_21 	150 	152
AgBPR003	 Pop_0 	Agerm1_21 	148 	150
AgBPR004	 Pop_0 	Agerm1_21 	150 	150
AgBPR006	 Pop_0 	Agerm1_21 	150 	150
AgBPR008	 Pop_0 	Agerm1_21 	148 	152
AgBPR010	 Pop_0 	Agerm1_21 	148 	148
AgBAL001	 Pop_0 	Agerm1_22 	167 	167
AgBAL002	 Pop_0 	Agerm1_22 	167 	167
AgBAL003	 Pop_0 	Agerm1_22 	167 	167
AgBAL004	 Pop_0 	Agerm1_22 	167 	167
AgBAL005	 Pop_0 	Agerm1_22 	167 	167
AgBAL006	 Pop_0 	Agerm1_22 	167 	167
AgBAL007	 Pop_0 	Agerm1_22 	167 	167
AgBAL008	 Pop_0 	Agerm1_22 	167 	167
AgBAL010	 Pop_0 	Agerm1_22 	167 	167
AgBAL011	 Pop_0 	Agerm1_22 	167 	167
AgBAL012	 Pop_0 	Agerm1_22 	167 	167
AgBAL013	 Pop_0 	Agerm1_22 	161 	167
AgBAL014	 Pop_0 	Agerm1_22 	167 	167
AgBAL015	 Pop_0 	Agerm1_22 	167 	167
AgBAL016	 Pop_0 	Agerm1_22 	167 	167
AgBAL017	 Pop_0 	Agerm1_22 	167 	167
AgBAL018	 Pop_0 	Agerm1_22 	161 	167
AgBAL020	 Pop_0 	Agerm1_22 	167 	167
AgBAL021	 Pop_0 	Agerm1_22 	167 	167
AgBAL022	 Pop_0 	Agerm1_22 	167 	167
AgBAL023	 Pop_0 	Agerm1_22 	167 	167
AgBAL024	 Pop_0 	Agerm1_22 	167 	167
AgBAL025	 Pop_0 	Agerm1_22 	167 	167
AgBAL026	 Pop_0 	Agerm1_22 	167 	167
AgBAL027	 Pop_0 	Agerm1_22 	167 	167
AgBAL028	 Pop_0 	Agerm1_22 	167 	167
AgBAL029	 Pop_0 	Agerm1_22 	167 	167
AgBAL030	 Pop_0 	Agerm1_22 	161 	167
AgBAL032	 Pop_0 	Agerm1_22 	161 	167
AgBMR005	 Pop_0 	Agerm1_22 	155 	167
AgBMR006	 Pop_0 	Agerm1_22 	167 	167
AgBMR007	 Pop_0 	Agerm1_22 	161 	173
AgBMR009	 Pop_0 	Agerm1_22 	167 	167
AgBMR010	 Pop_0 	Agerm1_22 	167 	167
AgBMR011	 Pop_0 	Agerm1_22 	161 	167
AgBMR012	 Pop_0 	Agerm1_22 	167 	167
AgBMR013	 Pop_0 	Agerm1_22 	167 	167
AgBMR014	 Pop_0 	Agerm1_22 	161 	167
AgBMR016	 Pop_0 	Agerm1_22 	167 	167
AgBMR017	 Pop_0 	Agerm1_22 	167 	167
AgBMR018	 Pop_0 	Agerm1_22 	161 	167
AgBMR019	 Pop_0 	Agerm1_22 	167 	167
AgBMR020	 Pop_0 	Agerm1_22 	161 	167
AgBMR021	 Pop_0 	Agerm1_22 	155 	173
AgBMR022	 Pop_0 	Agerm1_22 	167 	173
AgBMR023	 Pop_0 	Agerm1_22 	155 	167
AgBMR024	 Pop_0 	Agerm1_22 	167 	167
AgBMR025	 Pop_0 	Agerm1_22 	161 	167
AgBMR026	 Pop_0 	Agerm1_22 	167 	167
AgBMR027	 Pop_0 	Agerm1_22 	161 	167
AgBMR029	 Pop_0 	Agerm1_22 	161 	167
AgBMR030	 Pop_0 	Agerm1_22 	155 	167
AgBMR031	 Pop_0 	Agerm1_22 	161 	167
AgBMR032	 Pop_0 	Agerm1_22 	155 	167
AgBMR033	 Pop_0 	Agerm1_22 	167 	167
AgBMR034	 Pop_0 	Agerm1_22 	173 	167
AgBMR035	 Pop_0 	Agerm1_22 	167 	167
AgBMR036	 Pop_0 	Agerm1_22 	167 	167
AgBMR037	 Pop_0 	Agerm1_22 	161 	167
AgBMR038	 Pop_0 	Agerm1_22 	161 	155
AgBPA001	 Pop_0 	Agerm1_22 	167 	167
AgBPA002	 Pop_0 	Agerm1_22 	155 	167
AgBPA003	 Pop_0 	Agerm1_22 	161 	167
AgBPA004	 Pop_0 	Agerm1_22 	167 	167
AgBPA005	 Pop_0 	Agerm1_22 	167 	167
AgBPA006	 Pop_0 	Agerm1_22 	167 	167
AgBPA007	 Pop_0 	Agerm1_22 	167 	167
AgBPA008	 Pop_0 	Agerm1_22 	167 	167
AgBPA009	 Pop_0 	Agerm1_22 	161 	167
AgBPA010	 Pop_0 	Agerm1_22 	167 	167
AgBPA011	 Pop_0 	Agerm1_22 	167 	167
AgBPA012	 Pop_0 	Agerm1_22 	167 	167
AgBPA013	 Pop_0 	Agerm1_22 	167 	167
AgBPA014	 Pop_0 	Agerm1_22 	167 	167
AgBPA015	 Pop_0 	Agerm1_22 	167 	167
AgBPA016	 Pop_0 	Agerm1_22 	167 	167
AgBPA017	 Pop_0 	Agerm1_22 	167 	167
AgBPA018	 Pop_0 	Agerm1_22 	161 	167
AgBPA019	 Pop_0 	Agerm1_22 	167 	167
AgBPA020	 Pop_0 	Agerm1_22 	167 	167
AgBPA021	 Pop_0 	Agerm1_22 	167 	167
AgBPA022	 Pop_0 	Agerm1_22 	167 	167
AgBPA023	 Pop_0 	Agerm1_22 	167 	167
AgBPA024	 Pop_0 	Agerm1_22 	167 	167
AgBPA025	 Pop_0 	Agerm1_22 	167 	167
AgBPA026	 Pop_0 	Agerm1_22 	167 	167
AgBPA027	 Pop_0 	Agerm1_22 	167 	167
AgBPA028	 Pop_0 	Agerm1_22 	167 	167
AgBPB001	 Pop_0 	Agerm1_22 	167 	167
AgBPB002	 Pop_0 	Agerm1_22 	167 	167
AgBPB003	 Pop_0 	Agerm1_22 	167 	167
AgBPB004	 Pop_0 	Agerm1_22 	167 	167
AgBPB005	 Pop_0 	Agerm1_22 	167 	167
AgBPB006	 Pop_0 	Agerm1_22 	167 	167
AgBPB007	 Pop_0 	Agerm1_22 	167 	167
AgBPB008	 Pop_0 	Agerm1_22 	167 	167
AgBPB009	 Pop_0 	Agerm1_22 	167 	167
AgBPB010	 Pop_0 	Agerm1_22 	167 	167
AgBPB011	 Pop_0 	Agerm1_22 	167 	167
AgBPB012	 Pop_0 	Agerm1_22 	167 	167
AgBPB013	 Pop_0 	Agerm1_22 	167 	167
AgBPB014	 Pop_0 	Agerm1_22 	167 	167
AgBPB015	 Pop_0 	Agerm1_22 	167 	167
AgBPB016	 Pop_0 	Agerm1_22 	167 	167
AgBPB017	 Pop_0 	Agerm1_22 	167 	167
AgBPB018	 Pop_0 	Agerm1_22 	167 	167
AgBPB019	 Pop_0 	Agerm1_22 	167 	167
AgBPB020	 Pop_0 	Agerm1_22 	167 	167
AgBPB021	 Pop_0 	Agerm1_22 	167 	167
AgBPB022	 Pop_0 	Agerm1_22 	167 	167
AgBPB023	 Pop_0 	Agerm1_22 	167 	167
AgBPB024	 Pop_0 	Agerm1_22 	161 	167
AgBPB025	 Pop_0 	Agerm1_22 	167 	167
AgBPB026	 Pop_0 	Agerm1_22 	167 	167
